User-ID,ISBN,Book-Rating
276964,0886774829,8
276964,0886775426,9
276964,0886775957,10
276984,0590448595,9
276986,0060930187,10
276986,0375760911,10
276986,0689817851,10
276986,0874869870,10
276988,0061083259,7
276988,0061094404,8
276988,0671793489,8
276994,3257062354,8
276994,3423202327,6
276994,3492045170,7
276994,3548359698,6
276994,3596214629,8
276998,0618045996,8
277009,0452282101,9
277012,0553581112,9
277012,0805047379,5
277012,0892964456,10
277018,0373250223,7
277028,0425182150,10
277031,1883473004,8
277032,0061007129,8
277036,0812511816,9
277036,0880381736,9
277036,0880381744,10
277042,0312283709,8
277042,0446605484,7
277042,0446611212,8
277042,0451207955,7
277042,0609804138,9
277042,074343627X,8
277042,0971880107,2
277048,3426615355,7
277051,0330262130,10
277051,0385720920,10
277051,0553262505,7
277051,3453171500,7
277053,0590108395,6
277056,3442451353,7
277072,1573229571,9
277085,0434009407,8
277087,8423918335,6
277087,8472230082,5
277094,0064404773,10
277096,0064407667,7
277107,081297106X,10
277107,0843951826,5
277109,0385334141,5
277109,0425191184,5
277109,0751503894,5
277116,3548208975,8
277124,0425189864,9
277124,0440236053,9
277124,0440241073,9
277124,0553586122,5
277135,0865472807,8
277139,0312960344,8
277157,0312331754,7
277157,0312979517,5
277157,0316154059,5
277157,0345450175,6
277157,0345452550,7
277157,0399146504,7
277157,0399146687,7
277157,0399147101,7
277157,0399148337,6
277157,0399148639,6
277157,0399148728,8
277157,0399150811,5
277157,0399151451,7
277157,0425183181,5
277157,0671024094,7
277157,0679450408,6
277157,0684846608,5
277157,074320607X,7
277157,0743486226,7
277157,0812571118,5
277168,0671032658,4
277168,0812568710,5
277170,0553285920,9
277171,0449213730,8
277171,0451173139,7
277171,0486282406,10
277171,0553580930,9
277171,0804102511,9
277171,080410946X,8
277179,0440414806,10
277179,0679767800,7
277186,0006543545,7
277187,0679745203,9
277188,0525945636,4
277189,074341232X,8
277195,0060391626,10
277195,0330332775,10
277195,055326611X,10
277195,0553347756,10
277195,0553379615,10
277195,0670869902,10
277195,0671021001,10
277195,0671647458,10
277195,1573221856,10
277196,0449209733,10
277196,0553271644,7
277197,0316969680,8
277197,0375703861,7
277197,0440225442,8
277197,0743229878,6
277203,030700645X,8
277203,0307127923,8
277203,0307302016,8
277203,0307302636,8
277203,0307987655,8
277203,039480001X,9
277203,0394800028,9
277203,0394800184,9
277203,039480029X,8
277203,039480967X,8
277203,0590442791,9
277203,059044297X,9
277203,0590629719,10
277203,0717283194,8
277203,0717283208,8
277203,0717283364,8
277203,0717283372,8
277203,0717284832,8
277203,1562826468,9
277205,0671664964,7
277212,044023722X,8
277220,0671015648,7
277228,0061044636,6
277229,0312282990,7
277230,037541309X,7
277230,0826308791,5
277235,014029628X,6
277235,0375703861,10
277235,0425188175,7
277237,038550926X,7
277240,0440772109,3
277243,0449005909,8
277246,0452282152,10
277253,0380807343,9
277257,0345422384,8
277261,0440241073,7
277265,0615116426,10
277272,0375708049,7
277272,9726101794,4
277281,0062501860,9
277284,0553581929,7
277285,0806523794,9
277292,1551668726,8
277293,0380721643,4
277314,0446360716,6
277315,0060173289,8
277315,0060976845,5
277317,1561840564,9
277341,084230052X,9
277343,3257204817,8
277348,0446363073,7
277353,0739417096,8
277363,0060393823,1
277363,0156027321,8
277364,0061011509,5
277364,0553576801,5
277367,0312276885,10
277378,0312195516,7
277378,0446608955,4
277378,0670892963,7
277378,0671646575,6
277378,0804114986,5
277378,0812507452,4
277378,0812515560,5
277378,0812515595,4
277397,0399140751,8
277402,051511605X,6
277424,0060170166,8
277427,002542730X,10
277427,0060006641,10
277427,0060542128,7
277427,0061009059,9
277427,0152050167,10
277427,0316776963,8
277427,0345413903,10
277427,0375751513,9
277427,0380702843,8
277427,0380791978,9
277427,038081904X,9
277427,0385424736,9
277427,0385486804,9
277427,0385503857,9
277427,0385504209,8
277427,039304016X,8
277427,0399149562,7
277427,0399501487,9
277427,0425104338,9
277427,0425116840,8
277427,0425133516,9
277427,0425190749,7
277427,0440185327,5
277427,0440224764,7
277427,0440236061,8
277427,0440236738,9
277427,0440428130,8
277427,0441627404,10
277427,0446350982,9
277427,0446522384,8
277427,0446600415,10
277427,0446608890,10
277427,0446676640,8
277427,0451180739,8
277427,0451191153,8
277427,0451203593,10
277427,0452284449,6
277427,0553078925,8
277427,0553280368,9
277427,0553351672,10
277427,0553571656,10
277427,0553573926,10
277427,0553574566,9
277427,0553581929,9
277427,0671014420,5
277427,0671528904,8
277427,0671727079,9
277427,0671740504,8
277427,0671749897,8
277427,0671876821,8
277427,0679417648,10
277427,0679731148,9
277427,0679736042,5
277427,0736903054,8
277427,0740723367,9
277427,0743406176,8
277427,0743412028,9
277427,0743422082,9
277427,0743444477,9
277427,0743457943,8
277427,0767903382,10
277427,0786866845,10
277427,0802425488,9
277427,0810909650,5
277427,0811802981,10
277427,0811811409,10
277427,0812504798,8
277427,0812531353,8
277427,0836210263,10
277427,0836213076,10
277427,0836217691,10
277427,0836218515,10
277427,0836218817,10
277427,0836221192,10
277427,0836221311,8
277427,0836236688,10
277427,0843947888,7
277427,0887621112,6
277427,0890876517,10
277427,0898157803,10
277427,0932592007,8
277427,1400060265,10
277427,1559586893,10
277427,1562923668,10
277427,1565075722,10
277427,1576733343,10
277427,8251800811,7
277435,031215125X,8
277436,0590629786,10
277436,0590629794,10
277436,0590629808,10
277436,0590629816,10
277439,0312242026,5
277439,0316666343,7
277439,0345444892,5
277439,0345452550,5
277439,0399149821,7
277439,0553579134,7
277439,0671027360,7
277444,0849908647,9
277457,3442729785,7
277462,0312195516,10
277469,0553572997,9
277470,0330312367,5
277471,3596200261,10
277473,0785264280,8
277474,014038572X,5
277478,0312113420,7
277478,0312979533,7
277478,0345330129,8
277478,0440213320,7
277478,0449907635,5
277478,0752853694,10
277478,1558745718,8
277478,9068340344,7
277502,0385482388,9
277506,0553148001,10
277508,0446609781,8
277509,1400030382,9
277509,2221090810,10
277517,0452282152,8
277517,0553272586,10
277523,0312289723,10
277523,0316603570,10
277523,0316693200,10
277523,0345452577,10
277523,0345452593,10
277523,0385336322,10
277523,0385336357,10
277523,0385508042,10
277523,0385510438,10
277523,039915180X,10
277523,0399151877,10
277523,0440241537,10
277523,0446530891,10
277523,0446613843,10
277523,0515133302,10
277523,055308576X,10
277523,0553801589,10
277523,0553803409,10
277523,0671886665,10
277523,0684835983,10
277523,0743206045,10
277523,1558744150,10
277527,0316777722,10
277527,0374516812,10
277527,0375707166,9
277527,0679439382,7
277527,0679723161,8
277529,0064400557,8
277532,1550544683,7
277533,0452268060,7
277533,0679734775,6
277535,0316601950,9
277535,034543739X,7
277547,3404149114,3
277554,0345392825,9
277554,0345435168,3
277554,0452268060,5
277554,0553211803,7
277556,0345318587,10
277562,0140043519,9
277562,0140274286,6
277563,0312971400,6
277563,0312986769,7
277568,0553583956,5
277575,0142004235,5
277575,0446301582,9
277575,0446608262,9
277586,0312202318,2
277588,8401463017,8
277588,8408039369,6
277589,0425125467,8
277589,0553263226,9
277589,0671026704,7
277589,0812579402,9
277598,0375707972,8
277601,0312421273,3
277601,0679771476,7
277619,0618002219,8
277622,0671025368,10
277623,002542730X,5
277623,0028604199,9
277623,0140340203,9
277623,0312290659,9
277623,0786890436,4
277623,1400031346,8
277623,1400031354,8
277623,1588720756,6
277629,0374184232,4
277629,0380005166,7
277629,0380018179,8
277629,0385472943,8
277629,0399132414,9
277629,0425116840,6
277629,0440241073,8
277629,0671000306,7
277629,0671000314,8
277629,0671026682,7
277629,0671795740,9
277633,0553245694,7
277639,0345335058,6
277639,034539657X,8
277639,0380731851,6
277639,0425071014,6
277639,0425142485,7
277639,0425147363,8
277639,042516098X,5
277639,0440211727,8
277639,0440214041,9
277639,0440430712,7
277639,0446794031,8
277639,044921852X,7
277639,0451085108,9
277639,0451162145,8
277639,0553297260,8
277639,0553579754,7
277639,0671416367,7
277639,0812543262,8
277641,0375406328,7
277641,0452277337,8
277647,067976397X,8
277648,0679745580,8
277651,0743225406,8
277660,2253006629,8
277662,051510566X,5
277662,052594544X,4
277662,0743206061,4
277662,087542127X,5
277665,3453007867,9
277682,0060096209,7
277691,0446607657,9
277696,0449208281,9
277698,0316769487,6
277698,0425171396,8
277700,0399145850,9
277710,0061015725,4
277710,0312983395,5
277710,0425192032,9
277710,0446611638,5
277710,0446613843,6
277710,0451208765,10
277710,0451210840,5
277710,0451210875,8
277710,0553582763,6
277711,0449911160,6
277711,0553282980,5
277711,0671755056,10
277711,0812967224,7
277711,1573227889,10
277711,3499100045,10
277712,8817106100,9
277714,089296751X,10
277722,0061031070,7
277722,0449005615,10
277722,0804114986,8
277728,0451167783,7
277737,0440217520,8
277740,185326086X,10
277743,0446310786,9
277744,0061031550,8
277744,0312421273,7
277744,0345339681,3
277744,0345377443,8
277744,0385491328,8
277744,0440235162,5
277744,0609806564,8
277744,0679416498,10
277744,0887307876,9
277744,0929634063,10
277744,1551660717,8
277746,0843950366,9
277752,0316666343,7
277752,0679734775,8
277756,0385484518,7
277759,0553211404,7
277761,0385502532,8
277764,0399501487,9
277765,0553272535,8
277774,0451524462,7
277776,0345339681,7
277778,0061097314,8
277782,0425173739,7
277783,0380778556,8
277788,0440407524,8
277794,0440967694,8
277795,0064406601,5
277797,0440228441,8
277798,0385484518,8
277800,0590684841,7
277801,0380750260,7
277802,0553210793,6
277803,0142001740,8
277807,0345443284,5
277808,0553272535,9
277817,0425173755,10
277823,0140345353,8
277825,0060931396,10
277827,0380778556,9
277828,0380778556,8
277833,0809015803,10
277835,014032724X,10
277844,0140345353,8
277873,0395977894,10
277873,042518336X,5
277873,0553575538,6
277873,0767903579,7
277877,0425126064,5
277879,0671759361,8
277884,0380789019,7
277898,1558744606,8
277901,0064440044,10
277901,0446672211,7
277901,0446675059,7
277901,0452282152,8
277901,0679427430,8
277901,0894716174,9
277903,0440226430,8
277904,006019491X,7
277911,0399138250,10
277913,0452284937,4
277915,0452269571,8
277915,0671510053,7
277919,0451206460,9
277921,0394909674,8
277921,0439104645,9
277922,0345384377,7
277922,0440225701,6
277922,0446609943,7
277922,0553580191,9
277922,0553582917,10
277923,0385492081,9
277928,0374266441,9
277928,0375410287,8
277928,0385301499,8
277928,0449908186,10
277928,0679751602,10
277928,0679764925,8
277928,0679770151,10
277928,0767915062,9
277928,0804105820,9
277928,1573220310,10
277929,0451198948,8
277929,0515129968,9
277929,0553561537,9
277937,0060934417,9
277937,0316168815,7
277937,0316785261,6
277937,0345468694,6
277937,0452283205,7
277937,0452283868,6
277937,0684848406,6
277937,0743225325,6
277937,0743237188,7
277938,0446672211,9
277938,0451184734,8
277938,0743437802,9
277945,0312974256,6
277945,0312983301,6
277945,0380785218,2
277945,0446610550,7
277945,0451203771,8
277945,0515121843,7
277945,051512317X,7
277945,0515124214,7
277945,0515134384,7
277945,0515136263,7
277945,0515136379,7
277945,0515136530,7
277945,0515137111,8
277946,080505801X,7
277954,0375507876,9
277958,0142001740,9
277959,0156027321,8
277959,0446529788,6
277959,0553802542,7
277959,0688179088,8
277959,0743204697,10
277959,0767905385,6
277959,1551668904,7
277965,0316789089,5
277965,0374190666,10
277965,0385484518,10
277965,0399141464,8
277965,0399145087,7
277965,0446526126,8
277965,0486285537,9
277965,0679457526,9
277965,0684808943,8
277965,0684874350,10
277965,0688151981,9
277965,0743204735,9
277965,0761107363,10
277965,0786866845,9
277965,0786881852,7
277965,0895261901,10
277969,0446527785,8
277975,0440216818,9
277982,0425147711,10
277982,0743420373,8
277982,1853260282,5
277984,0345386108,10
277984,0446611778,10
277984,0515087491,10
277984,0515101486,10
277984,0515104175,10
277989,1558745157,6
277992,0486280500,9
277997,067976402X,8
278007,0316601950,6
278007,034543479X,8
278007,0374480095,8
278007,0446670251,6
278007,0804115761,7
278007,0821766570,5
278007,1551669110,6
278024,0375757597,1
278026,0060572965,9
278026,0061009059,8
278026,0061031410,8
278026,0061094129,8
278026,0312983433,8
278026,0345440064,8
278026,0380731851,5
278026,0380820889,8
278026,038533558X,9
278026,0399142649,8
278026,0440221048,8
278026,0446527041,8
278026,0446531588,5
278026,0446610607,7
278026,0446612510,8
278026,0449006522,8
278026,0449219364,6
278026,0449221512,5
278026,0449227545,3
278026,0451179153,8
278026,0451179897,6
278026,0451202473,7
278026,0451204301,8
278026,0451206525,8
278026,0515125490,8
278026,0515129038,5
278026,0515130389,8
278026,0515135968,8
278026,0553582364,6
278026,0671001795,8
278026,0684810387,8
278026,068815333X,7
278026,0743206045,7
278026,0786889667,5
278026,1551667517,7
278026,1551669625,6
278044,0061092800,7
278044,0553564528,7
278064,0725107251,8
278075,044900371X,7
278075,0452282152,8
278079,0385486804,8
278079,0440236053,5
278085,0374270325,7
278089,0425076695,8
278095,0553210416,7
278100,0425144062,8
278100,0451160916,8
278106,0140244824,9
278107,0446605239,8
278110,0671870998,8
278112,0385472951,8
278112,0440236665,7
278112,0515118230,6
278119,044661162X,9
278122,0375727345,10
278131,0060958022,8
278137,0060002492,7
278137,0061057894,9
278137,0140067647,9
278137,0345337662,7
278137,0373115431,8
278137,0380600129,8
278137,0380708655,6
278137,0425065553,8
278137,0440940001,8
278137,0446606812,7
278137,0449209830,8
278137,0515094978,8
278137,055325698X,8
278137,0553287532,9
278137,0670894508,4
278137,0671434225,8
278137,0671525808,9
278137,0671745093,7
278137,0684846675,8
278137,0804106304,8
278137,0812533518,8
278137,1556611536,9
278137,1558744150,9
278137,1558745017,8
278139,325722575X,8
278140,0590939882,8
278148,0671010123,8
278156,006107635X,5
278159,0385318073,5
278160,044022425X,8
278161,0312870582,5
278162,059035342X,10
278172,0380817144,7
278176,0971880107,9
278185,0060198346,7
278185,0142000205,4
278185,0671038230,5
278188,0156005891,8
278188,0316171565,7
278188,0373218192,7
278188,0373244487,6
278188,0373272898,6
278188,0373441762,4
278188,0373441851,6
278188,0373484003,7
278188,0440122090,4
278188,044022103X,8
278188,0440223571,9
278188,0440225701,9
278188,0446603589,9
278188,0515124621,8
278188,0590433865,7
278188,0671644459,7
278188,0671644475,5
278188,0743410181,6
278188,0778320065,8
278188,0778320286,8
278188,080410946X,8
278188,1551661586,6
278188,1551665344,7
278188,1551666960,8
278194,0020532105,10
278194,0060926317,8
278194,0060958014,7
278194,0140280553,5
278194,0156007819,3
278194,0156011042,7
278194,0345423135,9
278194,0375705619,5
278194,0385334923,7
278194,0385498802,4
278194,0440212723,9
278194,0440241537,7
278194,0451209907,5
278194,0452284449,8
278194,051512219X,4
278194,0553582364,6
278194,0671683993,8
278194,0688177859,9
278194,0802139256,6
278197,0553574671,7
278200,0553268937,7
278202,0060198346,3
278202,014025448X,2
278202,0312252617,4
278202,0385316925,3
278202,0385319568,9
278202,0385324057,3
278202,0385334710,10
278202,0385497466,3
278202,0399145060,5
278202,0399148019,3
278202,0446527017,1
278202,0446527130,8
278202,0553104136,4
278202,0671510126,10
278202,0671786458,7
278202,0743206029,8
278202,0743412761,4
278209,014011291X,6
278209,0452267455,7
278218,0060977493,7
278218,0140039589,7
278218,0224060198,8
278218,0349101779,10
278220,0671003755,8
278221,0440216745,7
278221,0446613436,7
278221,0553582755,9
278221,0671027123,8
278221,0743460529,8
278221,0804106304,9
278221,0840776381,8
278221,0871237954,10
278221,1556611188,9
278221,1556611536,9
278221,1556612257,10
278221,1576738469,7
278238,039480029X,10
278243,0156027321,8
278243,0156711427,8
278243,0375725784,7
278243,0671510053,8
278245,3423205903,9
278246,0618129030,8
278251,044020562X,7
278254,0671027360,8
278255,0440241162,8
278257,0060974788,8
278257,0449912302,5
278257,0451153553,8
278257,0451170385,9
278259,0451163494,9
278259,0451173139,10
278263,0373218036,8
278264,8466303316,8
278270,0679435549,3
278279,0590553232,8
278279,1567184693,5
278297,0743418719,9
278300,0345447832,7
278302,2070495027,9
278307,0375410848,7
278314,006091291X,5
278314,0140309578,8
278314,0385319959,7
278314,0399146431,7
278314,0440414121,8
278314,0679445315,7
278314,0691017840,4
278314,1573221775,2
278325,0440214041,7
278328,0312202911,7
278333,0440225701,10
278336,0312275420,9
278342,0671510053,8
278342,0743225406,8
278345,0061099813,7
278346,0140444173,10
278346,0345334531,6
278346,051513287X,6
278350,0312195516,9
278355,1577780728,9
278356,0060163704,9
278356,006091646X,9
278356,0140167153,8
278356,0312265859,7
278356,0312965338,8
278356,0374270325,9
278356,0439064872,8
278356,0439136369,10
278356,0439139600,10
278356,043935806X,10
278356,0446378445,6
278356,0671016768,8
278356,0688111289,7
278356,0786868414,9
278356,0884270610,9
278361,0312957866,9
278361,0671868691,7
278388,0786886323,8
278390,0375409440,8
278390,0380730847,7
278390,0385313667,7
278390,0399147195,7
278390,0425182908,4
278390,0440236053,7
278390,044661257X,8
278390,0553569058,9
278390,0671027360,7
278390,0671683993,10
278390,0688152449,7
278390,080410753X,9
278396,1853260339,7
278398,0732257476,8
278401,3426600218,9
278411,0446610542,8
278418,0312970234,7
278418,0345300742,8
278418,0345352459,7
278418,0345369335,7
278418,0373122772,5
278418,0380710870,8
278418,038097391X,5
278418,0394800168,10
278418,0394820371,8
278418,0399134883,8
278418,042513525X,5
278418,0425140032,5
278418,0425178102,7
278418,042518630X,7
278418,0440184622,7
278418,0440206561,5
278418,0440207622,7
278418,0440479002,9
278418,0451173392,6
278418,0515130389,8
278418,0515131229,8
278418,0553131834,9
278418,0553282700,5
278418,0553297988,6
278418,0553299352,5
278418,0590466178,5
278418,0671017128,5
278418,0671019961,9
278418,0671502522,7
278418,0671556843,6
278418,0671721623,5
278418,0671775715,6
278418,0786862572,5
278418,0812504321,5
278418,0812523466,5
278418,0886775981,5
278418,0898151899,9
278422,0060935464,9
278422,0385475721,8
278422,0671027360,6
278435,3453146972,9
278446,0743418190,6
278449,0312978340,8
278452,0064401324,5
278461,0843949090,10
278465,0440217466,10
278469,0316569321,7
278469,0446679593,6
278469,0743237188,7
278475,0060185147,7
278479,0380788683,8
278483,0380731851,8
278487,0553578693,10
278488,0553577867,8
278491,0826308252,10
278492,0316158720,7
278500,0425167720,5
278501,0486282406,10
278520,0316693251,8
278522,0312955006,7
278522,0425137937,7
278522,0440225590,7
278522,0515124060,7
278522,0553565095,7
278522,0743225406,5
278522,0786889152,7
278525,0394820371,10
278525,0446518581,8
278529,031284879X,7
278534,044900371X,6
278535,0061094129,10
278535,038079943X,8
278535,0425178765,8
278535,0425182878,9
278535,0440221595,7
278535,0446605484,10
278535,0446610038,10
278535,0446611212,9
278535,0449003787,9
278535,0449219461,8
278535,0553213180,6
278535,0553269216,8
278536,0312113420,6
278536,0553106686,8
278536,0874778883,6
278539,0671017128,9
278540,0060937742,1
278541,0142001740,9
278541,1931561648,10
278543,0446605239,5
278543,0553096834,7
278545,0440200989,9
278550,0345339703,10
278551,0425129586,6
278551,044041833X,7
278551,0590660543,5
278552,0345388879,6
278552,0553573616,9
278552,0671021001,7
278552,0671510053,8
278552,0679768203,4
278552,0684829746,10
278554,0060096195,9
278554,0140292683,8
278554,0140293450,8
278554,0152050167,10
278554,0330375253,8
278554,0345423097,10
278554,0385730586,9
278554,0752837613,9
278554,1853260282,7
278556,0671028375,7
278561,0446612545,7
278565,0060976683,8
278565,0446343439,7
278565,0446400009,8
278565,0449219399,9
278571,8420646032,6
278582,0312980140,7
278582,0312983298,3
278582,0312983867,7
278582,0312990456,5
278582,0312991460,6
278582,0345348176,8
278582,0345350499,10
278582,0345440064,8
278582,0425163717,7
278582,0425190927,7
278582,0425191583,8
278582,0441478123,10
278582,0449003183,8
278582,0449206874,8
278582,0449217213,8
278582,0449221512,8
278582,0451202503,10
278582,0515136557,8
278582,0671001795,8
278582,0671877445,8
278582,1400034779,10
278586,0440224624,3
278586,0446606812,5
278586,0553575090,8
278586,0786889187,7
278597,1401300057,9
278601,0767902890,8
278633,0060160713,5
278633,0060987561,10
278633,0140244824,7
278633,014028009X,2
278633,0140296298,7
278633,0142000205,7
278633,0316096199,8
278633,0316666343,9
278633,0316899984,7
278633,0375703063,7
278633,0385512147,7
278633,0425178900,8
278633,0439324599,9
278633,0440226430,9
278633,0440514428,9
278633,0446679593,8
278633,0449907481,6
278633,0451163524,5
278633,0452283221,5
278633,0515131083,10
278633,0553278355,8
278633,0553570870,8
278633,0671028014,5
278633,0671038184,8
278633,0671735594,9
278633,0679425268,9
278633,0684814994,10
278633,0688162827,9
278633,0688170528,8
278633,0743225082,7
278633,1882723007,8
278637,2877304892,7
278641,0765342294,9
278645,0060959037,8
278648,0515109509,5
278648,1576731235,5
278650,0862321107,9
278663,0061095052,5
278663,0061097314,4
278663,0440223202,10
278663,044023574X,7
278668,8408022938,5
278672,0679731148,7
278681,0375704965,7
278683,0446364495,1
278694,0425182215,7
278694,0451410017,8
278694,0515132039,6
278694,074341022X,8
278694,0743437802,9
278720,359625180X,5
278723,0446607657,4
278724,0679735909,8
278732,0786867647,8
278740,0446609404,8
278755,0385492081,1
278760,0399147772,7
278767,0553574078,6
278772,0312186681,10
278773,0140270590,7
278773,0345457374,9
278773,0380731851,8
278773,0553578316,3
278782,0553408453,7
278782,0860680649,5
278786,0399146164,6
278798,0316284955,7
278798,0786868015,7
278800,0312995423,9
278807,0449223612,10
278818,0064405788,10
278818,0743400526,9
278820,0399135790,3
278824,0671014188,6
278825,0805047379,5
278828,0671014196,8
278831,0449205193,10
278832,155874262X,10
278832,1558745718,10
278832,1558747109,10
278836,0312983867,8
278843,0060173289,9
278843,0060517794,7
278843,014028009X,8
278843,0142000205,9
278843,0385260075,8
278843,0399146431,9
278843,0440211263,7
278843,0553274503,8
278843,059035342X,8
278843,0679412956,8
278843,0767902890,9
278843,0786881852,8
278844,0345387651,6
278846,0060809833,8
278849,0380698439,9
278851,0439050006,5
278851,0440486599,5
278851,0894803700,5
278851,1558531025,8
278852,0449907597,8
278854,0375703063,7
278854,042516098X,7
278854,0553275739,6
278854,0553579606,8
8,0002005018,5
9,0452264464,6
16,0345402871,9
17,0425099148,7
17,0553264990,5
17,0891075275,6
17,0891076182,3
19,0375759778,7
26,0446310786,10
26,0449005615,9
32,0060168013,8
39,0553582909,8
39,0671888587,7
42,0553582747,7
44,0440223571,8
51,0440225701,9
53,0060914068,3
53,0380715899,9
56,0671623249,7
56,0679865691,9
69,1853260053,8
73,0060938412,5
75,1558531025,5
78,0394895894,8
81,0375410538,5
83,087113375X,7
85,0340767936,5
97,0671867156,7
99,0312252617,8
99,0312261594,8
99,0316748641,7
99,0446677450,10
99,0451166892,3
107,0671864769,8
114,0312953453,7
114,0446608653,9
114,0446612545,9
114,0446612618,8
114,0451208080,8
114,0553584383,9
114,0671027360,10
114,0812575954,5
125,0679429220,10
129,0316735736,7
165,0060976845,9
165,0061099325,4
165,0446612545,5
169,0446601640,7
178,0451410319,6
185,0380778556,10
202,0140252800,6
212,0060801263,8
224,0446527165,8
226,0671461494,8
228,0385337639,7
228,039575514X,9
230,0451206673,6
232,0486284735,8
242,0553278223,10
242,3257208626,8
242,3257233051,9
242,3453212150,7
242,3492045642,8
242,3498020862,8
242,3596292646,7
243,0060915544,10
243,0060977493,7
243,0316601950,9
243,0316776963,9
243,0316899984,7
243,0375400117,10
243,0385316895,6
243,0385720106,7
243,0425163407,9
243,044023722X,7
243,0446364800,9
243,0446606383,6
243,0449006522,6
243,0553580388,8
243,0786863986,5
243,155874262X,5
244,0060977493,7
244,0060987103,8
244,0151008116,9
244,0375704965,8
244,0525947647,9
244,0804111359,8
244,155874262X,6
244,1558744150,6
254,0060934700,9
254,0060976977,7
254,0064471047,7
254,0066238501,5
254,0142001740,9
254,0373226063,6
254,0373226144,5
254,0373834446,8
254,0373834489,9
254,037582345X,9
254,0380730448,8
254,0380789035,10
254,0380817845,8
254,0380973634,10
254,0380973650,9
254,0380977281,8
254,038097827X,8
254,0399146431,9
254,0439064864,9
254,0439064872,9
254,0439136350,9
254,0439136369,9
254,0439139597,9
254,0451167317,8
254,0451406176,6
254,0451409256,7
254,0451524934,9
254,0451526341,8
254,0553280325,8
254,0590353403,9
254,0618002219,9
254,0618002227,8
254,0671021001,7
254,0679879242,8
254,1563895730,9
254,156971620X,9
254,1931081727,9
256,0440235502,9
256,044023722X,8
257,1573225487,8
257,1853260673,8
272,0060977477,7
280,0316769487,7
291,0972044205,9
300,0312963009,5
300,0380728729,5
300,0449912302,9
300,0812541642,5
326,0684193957,10
332,0380730138,6
334,1573228737,8
337,9681500555,9
339,0452283914,8
356,0380728273,7
361,8433914545,8
362,0446606197,7
367,0449005615,9
372,3596214629,8
383,0380815923,10
383,0385416342,10
383,0517577402,10
383,0743411269,5
387,0451527747,10
387,0812504208,9
388,0060973897,8
388,0060976845,3
388,006101351X,6
388,0449002632,7
388,0449213773,10
388,0452279690,10
388,0553569058,10
388,1573225126,5
388,1878424319,7
408,0312283784,8
408,0553582682,9
413,0553210092,8
413,0553258524,7
424,0425156842,7
424,0452277337,7
424,0671021001,6
424,0805063897,8
430,0679777431,8
431,0553285343,4
433,0842329129,5
440,0743424425,10
440,0786868015,7
441,0446610178,7
441,0743229878,8
444,0385337132,7
444,0440235057,7
446,0060925000,8
446,0060932759,8
446,0061000280,10
446,039914739X,3
446,0486281965,10
446,081296666X,5
453,0312278586,6
460,8845229041,3
476,0312288115,5
476,0515118656,8
486,0060976845,8
486,0451202341,8
486,0743418190,7
487,0345441133,7
487,0385335407,8
487,0385490992,7
487,0486272664,9
487,0671888587,6
493,0385472951,8
494,0451195663,5
496,0425182878,8
496,055356451X,8
499,0743412621,10
503,0140179836,10
503,0345348656,8
503,0385496095,10
503,0439099404,10
503,0440241006,10
503,0515131679,8
503,068484267X,10
503,1558743669,10
505,006017143X,9
505,0345313860,7
505,0385306032,8
505,042517736X,7
