User-ID,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher,User-City,User-State,User-Age,User-Country
35407,344245283X,6,die rosenzã ãâ¼chterin,c link,2002,n,gtersloh,nordrheinwestfalen,48,germany
35407,3453063554,8,da phantom,k susan,1993,n,gtersloh,nordrheinwestfalen,48,germany
35407,345321093X,6,der ruf der wellen,n roberts,2002,n,gtersloh,nordrheinwestfalen,48,germany
35407,3499142813,7,wer die nachtigal stã ãâ¶rt,h lee,1978,w,gtersloh,nordrheinwestfalen,48,germany
35407,349922528X,9,der puppengrã ãâ¤ber,h petra,1999,w,gtersloh,nordrheinwestfalen,48,germany
35407,3596211166,7,daniela roman,l rinser,1970,e,gtersloh,nordrheinwestfalen,48,germany
276798,0006379702,5,star trek memori,s william,1993,p,mannheim,badenwuerttemberg,31,germany
63714,0006379702,8,star trek memori,s william,1993,p,milton keynes,england,29,united kingdom
63714,0674637526,9,origin speci facsimil first harvard paperback,c darwin,1975,h,milton keynes,england,29,united kingdom
63714,067945540X,10,lost world,c michael,1997,p,milton keynes,england,29,united kingdom
63714,0140309128,10,danni champion world puffin book,d roald,1977,p,milton keynes,england,29,united kingdom
63714,1840462493,10,dawkin v gould surviv fittest,k sterelny,2001,k,milton keynes,england,29,united kingdom
276813,8423996565,8,la hija del canãâ­bal,m rosa,1998,p,sitges,barcelona,29,spain
276813,8426449573,6,bridget jone sobrevivirãâ©,f helen,2000,w,sitges,barcelona,29,spain
276813,8478885218,6,la fiesta de ralph,j lisa,1,r,sitges,barcelona,29,spain
77114,8426449573,6,bridget jone sobrevivirãâ©,f helen,2000,w,barcelona,catalua,33,spain
217740,8426449573,5,bridget jone sobrevivirãâ©,f helen,2000,w,madrid,madrid,37,spain
217740,0812508084,9,aisl indigo book eight,c louise,1994,r,madrid,madrid,37,spain
217740,0811214028,7,cronopio fama,c julio,1999,w,madrid,madrid,37,spain
217740,0140245596,7,del amor otro demonio,g marquez,1994,p,madrid,madrid,37,spain
217740,0061091480,7,erron zone,d w,1997,r,madrid,madrid,37,spain
217740,8401520509,6,duermet nino,b sylvia,1998,r,madrid,madrid,37,spain
217740,8432240303,8,la ciudad de la alegria,d lapierre,1995,p,madrid,madrid,37,spain
217740,8427931204,7,veva veva,c kurtz,1998,r,madrid,madrid,37,spain
217740,0679602860,8,quixot de la mancha modern librari,c saavedra,1998,b,madrid,madrid,37,spain
217740,0739307312,8,da vinci code,b dan,2003,e,madrid,madrid,37,spain
217740,840101297X,6,el largo camino casa,d steel,1999,r,madrid,madrid,37,spain
217740,8401328306,8,iacobu,a matilde,2000,r,madrid,madrid,37,spain
217740,8479018070,5,dejam que te cuenteã let tell stori,b jorge,2003,n,madrid,madrid,37,spain
220664,0812571029,5,uther camulod chronicl,j whyte,2001,r,burlington,vermont,28,united states
220664,0671870831,6,sieg star trek deep space nine two,d peter,1993,ta,burlington,vermont,28,united states
220664,0671741411,6,call dark star trek next gener nine,f michael,1991,ta,burlington,vermont,28,united states
220664,0671742906,6,survivor star trek next gener four,j lorrah,1991,ta,burlington,vermont,28,united states
220664,0671864858,7,possess star trek next gener forti,d j,1996,ta,burlington,vermont,28,united states
220664,0671568310,6,infiltr star trek next gener book forti two,r w,1996,ta,burlington,vermont,28,united states
276822,0142302198,10,grow wing,l winter,2002,p,calgary,alberta,20,canada
276822,038076041X,10,kid guid save planet camelot world,b goodman,1990,p,calgary,alberta,20,canada
276822,0439401399,6,contest,g korman,2002,l,calgary,alberta,20,canada
276822,0786812508,9,sandi bottom orchestra,j nilson,1998,n,calgary,alberta,20,canada
99390,0142302198,7,grow wing,l winter,2002,p,hyde,england,24,united kingdom
99390,1857989805,9,world end age misrul book one,c mark,2000,n,hyde,england,24,united kingdom
108243,0142302198,10,grow wing,l winter,2002,p,canton,ga,14,united states
108243,076530127X,6,daughter ireland,j osborne,2002,e,canton,ga,14,united states
108243,0141301201,8,rosa park stori,p rosa,1999,p,canton,ga,14,united states
15093,038076041X,7,kid guid save planet camelot world,b goodman,1990,p,davis,california,21,united states
15093,0345325605,6,lord middl dark ring master book one,c jack,1986,e,davis,california,21,united states
15093,0451125746,2,sleep dragon guardian flame book one,j rosenberg,1983,c,davis,california,21,united states
162052,0439401399,10,contest,g korman,2002,l,danville,virginia,51,united states
162052,0394566300,7,decor rich achiev moni look without spend fortun,s teri,1988,l,danville,virginia,51,united states
162052,0345383958,7,blue aint like mine ballantin reader circl,b moore,1993,b,danville,virginia,51,united states
162052,0805043888,10,debt pleasur novel,j lanchester,1996,h,danville,virginia,51,united states
162052,0688105521,7,one hundr twenti five ask question cat answer,j malone,1992,p,danville,virginia,51,united states
162052,0517161257,9,cat spell cat magic age,c nahmad,1999,e,danville,virginia,51,united states
162052,0812531590,9,eon,b greg,1988,r,danville,virginia,51,united states
162052,0965645363,10,zarafa giraff true stori deep africa heart pari,a michael,1,w,danville,virginia,51,united states
162052,0439256364,8,indigo,a hoffman,2003,l,danville,virginia,51,united states
162052,0064472132,3,stuck neutral,t trueman,2001,p,danville,virginia,51,united states
162052,034538427X,10,seven garfield treasuri,d jim,1993,b,danville,virginia,51,united states
162052,0760740836,10,kokolog game self discoveri,i saito,2003,e,danville,virginia,51,united states
162052,1563976420,10,nelli bishop,c gillow,1997,b,danville,virginia,51,united states
162052,0553274422,8,incred journey,b sheila,1984,ta,danville,virginia,51,united states
162052,0671034561,2,still know last summer screenplay,c trey,1998,n,danville,virginia,51,united states
162052,0553563939,10,gunfir gettysburg choos adventur one hundr fifti one,d wilhelm,1994,l,danville,virginia,51,united states
162052,055357468X,10,god save queen,c dorothy,1998,b,danville,virginia,51,united states
162052,0886778328,10,tough guid fantasyland daw fantasi antholog,d wynne,1998,w,danville,virginia,51,united states
177195,0786812508,9,sandi bottom orchestra,j nilson,1998,n,bayside,new york,20,united states
177195,0452264014,7,fenc,a wilson,1995,l,bayside,new york,20,united states
276847,3442422035,9,keiner werf den ersten stein roman,e george,1993,n,kln,nordrheinwestfalen,27,germany
276847,3453137442,6,der golden kompass golden compass,p pullman,2002,b,kln,nordrheinwestfalen,27,germany
28537,3442422035,8,keiner werf den ersten stein roman,e george,1993,n,bochum,nordrheinwestfalen,29,germany
28537,3518383973,10,eva luna,a isabel,2003,p,bochum,nordrheinwestfalen,29,germany
28537,3423125179,3,der liebesbrief,c schine,1998,v,bochum,nordrheinwestfalen,29,germany
28537,3442440904,7,neandert tal de leben,d john,1998,n,bochum,nordrheinwestfalen,29,germany
243847,3442422035,7,keiner werf den ersten stein roman,e george,1993,n,berlin,berlin,26,germany
12835,3453137442,7,der golden kompass golden compass,p pullman,2002,b,hamburg,hamburg,38,germany
12835,3426624028,8,tod heilig stã ãâ¤tte,j p,2003,e,hamburg,hamburg,38,germany
12835,3426618303,8,london,e rutherfurd,2000,e,hamburg,hamburg,38,germany
12835,3442439043,9,blinder passagi ein kay scarpetta roman,c patricia,2003,n,hamburg,hamburg,38,germany
12835,3492107400,7,herbstmilch,wimschneider,1989,e,hamburg,hamburg,38,germany
12835,3499100355,5,professor unrat,h mann,1,b,hamburg,hamburg,38,germany
12835,3596214572,5,die lehren de juan ein yaqui weg de wissen,c castaneda,1998,e,hamburg,hamburg,38,germany
201548,3453137442,8,der golden kompass golden compass,p pullman,2002,b,rheinfelden,badenwuerttemberg,29,germany
201548,3442414806,8,teuflisch,d lindsey,1995,n,rheinfelden,badenwuerttemberg,29,germany
201548,3442436893,9,da groã ã e bã ãâ¶se mã ãâ¤dchen lesebuch,k lette,1,n,rheinfelden,badenwuerttemberg,29,germany
217516,0671034944,3,soul survivor,c golden,1999,n,loudoun county,virginia,56,united states
274602,0671034944,3,soul survivor,c golden,1999,n,ipoh,perak,18,malaysia
274602,0812523369,7,pride prejudic,a jane,1994,r,ipoh,perak,18,malaysia
276866,3404126343,8,die krone der welt,b peter,1997,l,mnchengladbach,nordrheinwestfalen,27,germany
276866,3442443806,4,die stã ãâ¶renfri geschichten von leo und paulina,a fried,1999,n,mnchengladbach,nordrheinwestfalen,27,germany
132492,3404126343,10,die krone der welt,b peter,1997,l,hamburg rissen,hamburg,24,germany
132492,3596130751,9,die nornenkã ãâ¶nigin,t williams,1996,e,hamburg rissen,hamburg,24,germany
132492,325706313X,10,da gesetz der lagun commissario brunetti zehnter fall,d leon,2002,n,hamburg rissen,hamburg,24,germany
276872,0425167097,8,toxin,c robin,1999,b,so paulo,so paulo,43,brazil
242061,0425167097,5,toxin,c robin,1999,b,new york,new york,29,united states
276875,8807810751,7,piccoli equivoci senza importanza piccoli equivoci senza importanza,tabucchi,1,n,roma,lazio,36,italy
34810,8807810751,8,piccoli equivoci senza importanza piccoli equivoci senza importanza,tabucchi,1,n,firenze,toscana,30,italy
7714,8806162160,5,un amor dellaltro mondo,pinclo,2002,n,firenze,toscana,31,italy
124597,0441008291,7,tower stoni wood,m patricia,2001,e,brights grove,ontario,38,canada
124597,0553142046,7,dragonsong,a mccaffrey,1976,b,brights grove,ontario,38,canada
124597,039914501X,7,tower hive rowan,a mccaffrey,1999,p,brights grove,ontario,38,canada
124597,0373483538,5,lone star christma,d palmer,1997,e,brights grove,ontario,38,canada
124597,0688121896,7,beggar spain beggar trilog hardcov,k nancy,1993,p,brights grove,ontario,38,canada
124597,0886777291,7,tarot fantast,g martin,1997,w,brights grove,ontario,38,canada
124597,0886777887,7,black cat broken mirror,g martin,1998,w,brights grove,ontario,38,canada
124597,0886778476,6,catfantast v,a norton,1999,w,brights grove,ontario,38,canada
125039,0441008291,5,tower stoni wood,m patricia,2001,e,lafayette,indiana,27,united states
125039,0671877992,8,glenraven glenraven,b zimmer,2002,b,lafayette,indiana,27,united states
125039,0380709260,9,sock cleari reissu,b cleary,1990,p,lafayette,indiana,27,united states
125039,0743418344,8,loos end roswel,c greg,2001,n,lafayette,indiana,27,united states
125039,006053821X,7,companion novel,s tepper,2003,e,lafayette,indiana,27,united states
125039,0679738290,6,virgin garden,byatt,1992,sa,lafayette,indiana,27,united states
125039,0140187294,9,hous mirth twentieth centuri classic,e wharton,1993,p,lafayette,indiana,27,united states
125039,0679446281,8,jane austen life,c tomalin,1997,p,lafayette,indiana,27,united states
125039,0689860242,9,dragonsing mccaffrey ann harper hall trilog v two,a mccaffrey,2003,n,lafayette,indiana,27,united states
125039,0966492439,6,five minut orgasm everi time make love femal orgasm made simpl,c hutchins,2000,p,lafayette,indiana,27,united states
276925,840149236X,5,parqu jurãâ¡sico,c michael,1994,r,barcelona,barcelona,22,spain
80908,840149236X,5,parqu jurãâ¡sico,c michael,1994,r,lleida,catalunya,30,spain
80908,8440630794,7,cuento del planeta tierra,a clarke,1993,n,lleida,catalunya,30,spain
80908,8445073559,10,solari,l stanislav,2003,n,lleida,catalunya,30,spain
80908,0141439475,10,frankenstein modern prometheu penguin classic,m wollstonecraft,2003,p,lleida,catalunya,30,spain
276929,2070386023,5,le liã ãâ¨vre de vatanen,a paasilinna,1993,g,collex,geneva,35,switzerland
276929,2264027568,5,et qui va promen le chien,m stephen,1999,n,collex,geneva,35,switzerland
276929,2869305583,6,un tout petit mond,d lodge,1992,e,collex,geneva,35,switzerland
74215,2070386023,8,le liã ãâ¨vre de vatanen,a paasilinna,1993,g,lyon,rhnealpes,26,france
74215,2020490668,10,une riviã ãâ¨re vert et silencieus,h mingarelli,2001,e,lyon,rhnealpes,26,france
74215,2070360830,7,le raisin de la colã ãâ¨re,j steinbeck,1972,g,lyon,rhnealpes,26,france
172888,2070386023,10,le liã ãâ¨vre de vatanen,a paasilinna,1993,g,valence,rhne alpes,57,france
172888,2869305583,8,un tout petit mond,d lodge,1992,e,valence,rhne alpes,57,france
172888,2844121578,7,mersonn ne maim,c mireille,2003,e,valence,rhne alpes,57,france
172888,2868692761,9,la chambr dã ãâ©robã ãâ©e,a paul,1993,e,valence,rhne alpes,57,france
172888,2070365832,9,lã ãâ®le,m robert,1974,g,valence,rhne alpes,57,france
172888,2868691870,9,citã ãâ© de verr,a paul,1993,e,valence,rhne alpes,57,france
172888,2253002933,8,le loup de stepp,h hesse,1991,g,valence,rhne alpes,57,france
172888,2869596103,10,la mouett juiv,d ãâ¨le,2003,l,valence,rhne alpes,57,france
172888,2070513793,7,le pay oã ãâ¹ lon narriv jamai,d ãâ´tel,1997,g,valence,rhne alpes,57,france
172888,2070425479,7,le exploit dun jeun juan,a guillaume,2002,g,valence,rhne alpes,57,france
172888,2253058157,7,le cercl de poã ãâ¨te disparu,h n,1991,g,valence,rhne alpes,57,france
172888,2253029858,10,le vicomt pourfendu,c italo,1982,g,valence,rhne alpes,57,france
66255,2264027568,7,et qui va promen le chien,m stephen,1999,n,geneva,geneva,25,switzerland
8890,2869305583,7,un tout petit mond,d lodge,1992,e,paris,iledefrance,47,france
8890,2020551306,6,la vie sexuel de catherin,c millet,2002,b,paris,iledefrance,47,france
8890,207037467X,8,le cerf volant,g romain,1983,g,paris,iledefrance,47,france
8890,2070409848,6,naissanc de fantã ãâ´me,d marie,1999,g,paris,iledefrance,47,france
8890,2253004014,10,liason dangerus,a pierre,1920,b,paris,iledefrance,47,france
8890,2253051209,8,samarcand,a maalouf,1989,g,paris,iledefrance,47,france
276936,3596147700,3,sommerhau spã ãâ¤ter erzã ãâ¤hlungen,h judith,2000,e,kitzbuehel,tirol,32,austria
276939,2070414256,7,la caval du gã ãâ©omã ãâ¨tre,a paasilinna,2000,g,poissy,yvelines,23,france
276939,2878580753,10,un peu plu loin sur la droit chemin nocturn,f vargas,1996,h,poissy,yvelines,23,france
25436,2878580753,8,un peu plu loin sur la droit chemin nocturn,f vargas,1996,h,chambery,savoie,30,france
25436,2070364771,9,le just,a camus,1999,n,chambery,savoie,30,france
25436,2070422437,7,troi chevaux,e luca,2002,g,chambery,savoie,30,france
25436,2253154830,8,portrait sã ãâ©pia,a isabel,2003,g,chambery,savoie,30,france
192101,2878580753,10,un peu plu loin sur la droit chemin nocturn,f vargas,1996,h,paris,ile de france,29,france
192101,2868699065,10,mã ãâ©moir tome one amkoullel lenfant peul,a ãâ¢,1992,e,paris,ile de france,29,france
276964,0886777178,7,crown shadow coldfir trilog book three,c friedman,1996,w,villa ridge,missouri,34,united states
32627,0886777178,6,crown shadow coldfir trilog book three,c friedman,1996,w,casper,wyoming,49,united states
32627,0553573292,7,bright messeng novel set rama univers,g lee,1996,b,casper,wyoming,49,united states
32627,0345325605,5,lord middl dark ring master book one,c jack,1986,e,casper,wyoming,49,united states
32627,0743435605,8,foreign legion,e flint,2002,b,casper,wyoming,49,united states
32627,0886774446,6,mad season,c friedman,1991,w,casper,wyoming,49,united states
32627,0812502388,8,peacekeep,b bova,1994,r,casper,wyoming,49,united states
181995,0886777178,10,crown shadow coldfir trilog book three,c friedman,1996,w,saint symphorien,haineut,25,belgium
181995,0765306298,9,new spring wheel time prequel novel,j robert,2004,r,saint symphorien,haineut,25,belgium
181995,0451459237,9,song beast,b carol,2003,c,saint symphorien,haineut,25,belgium
276984,0590436481,9,karen surpris babi sitter littl sister thirteen,a martin,1995,l,yarmouth,nova scotia,43,canada
276984,0590442996,10,karen worst day babi sitter littl sister three,a martin,1990,l,yarmouth,nova scotia,43,canada
208555,0590436481,6,karen surpris babi sitter littl sister thirteen,a martin,1995,l,oakland,new jersey,28,united states
208555,0721450296,3,chicken licken,b ladybird,1987,b,oakland,new jersey,28,united states
208555,0140328726,9,fantast mr fox,d roald,1988,p,oakland,new jersey,28,united states
7128,0590442996,10,karen worst day babi sitter littl sister three,a martin,1990,l,apo,ae,35,united states
7128,0380716984,10,amelia bedelia famili album,p parish,1994,p,apo,ae,35,united states
7128,0590137859,10,case secret password clue jr,c parker,1997,e,apo,ae,35,united states
276994,342677609X,5,wã ãâ¤re gewesen wenn wendepunkt der weltgeschicht,h william,2002,e,wien,wien,25,austria
276994,3550075359,6,warum mã ãâ¤nner lã ãâ¼gen und frau immer schuhe kaufen,a pease,2002,e,wien,wien,25,austria
150670,342677609X,6,wã ãâ¤re gewesen wenn wendepunkt der weltgeschicht,h william,2002,e,aachen,nordrheinwestfalen,26,germany
277051,0075536498,8,plagu,a camus,1965,w,cologne,nordrheinwestfalen,18,germany
134434,0075536498,7,plagu,a camus,1965,w,barcelona,barcelona,25,spain
134434,0140862919,7,perfum stori murder,p suskind,1997,p,barcelona,barcelona,25,spain
134434,0802130305,8,ficcion english translat,b luis,1969,e,barcelona,barcelona,25,spain
134434,0876857632,8,hollywood,b charles,1989,w,barcelona,barcelona,25,spain
134434,8466300171,6,el testamento,g john,2001,e,barcelona,barcelona,25,spain
134434,0743204239,6,lo e una memoria,f mccourt,2000,e,barcelona,barcelona,25,spain
261829,0075536498,6,plagu,a camus,1965,w,fpo,ap,32,united states
261829,0380782782,9,bride mist,c skye,1996,n,fpo,ap,32,united states
261829,0553581481,7,eleven day novel heartland,d harstad,1999,b,fpo,ap,32,united states
261829,0373217242,7,yuletid bride two novel one,f marie,2001,e,fpo,ap,32,united states
261829,0373763689,7,cowboy secret child silhouett desir one thousand three hundr sixti eight,o sara,2001,e,fpo,ap,32,united states
261829,0060093463,7,murder paradis christma hawaii turn tragedi,c loos,2003,n,fpo,ap,32,united states
261829,0786014954,8,like father like son,r scott,2002,p,fpo,ap,32,united states
261829,0440208270,7,side heaven,k robards,1999,e,fpo,ap,32,united states
261829,1587492695,8,fox princ,a cornelia,2001,w,fpo,ap,32,united states
261829,0553577506,7,that name,n yvonne,2000,b,fpo,ap,32,united states
261829,0373835698,8,behind red door,l vicki,2003,n,fpo,ap,32,united states
261829,0373835353,7,bedazzl,a krentz,2002,n,fpo,ap,32,united states
261829,0373691076,6,naughti nice,j kistler,2002,n,fpo,ap,32,united states
261829,155166934X,7,almost forev,h linda,2002,r,fpo,ap,32,united states
261829,0373763840,6,babi fortun silhouett desir one thousand three hundr eighti four,r shirley,2001,e,fpo,ap,32,united states
261829,0373790384,7,sensual secret blaze thirti four,j leigh,2002,n,fpo,ap,32,united states
261829,0446609919,7,last breath,l rachel,2003,w,fpo,ap,32,united states
261829,0451203623,8,wild wick,j lisa,2002,n,fpo,ap,32,united states
261829,0373790783,6,diva diari harlequin blaze seventi four,a karen,2003,n,fpo,ap,32,united states
261829,037376460X,7,secret babi bond dynasti connelli silhouett desir one thousand four hundr sixti,c gerard,2002,e,fpo,ap,32,united states
261829,0505523191,8,time travel christma,j vivian,2004,e,fpo,ap,32,united states
261829,037376474X,7,tame princ crown glori,b elizabeth,2002,e,fpo,ap,32,united states
261829,0373196350,7,doctor pregnant propos thunder clan,c donna,2002,e,fpo,ap,32,united states
261829,1576732681,6,newlyw game palisad pure romanc,d mary,2000,n,fpo,ap,32,united states
261829,0312968523,9,hush,m nykanen,1999,r,fpo,ap,32,united states
277107,006054094X,8,one thousand four hundr twenti one year china discov america,g menzies,2004,p,eugene,oregon,57,united states
30144,006054094X,8,one thousand four hundr twenti one year china discov america,g menzies,2004,p,apo,armed forces europe,45,united states
30144,0691024170,8,qed,f richard,1988,p,apo,armed forces europe,45,united states
155807,006054094X,6,one thousand four hundr twenti one year china discov america,g menzies,2004,p,santa barbara,california,54,united states
155807,0061031097,7,close home novel suspens,p robinson,2004,n,santa barbara,california,54,united states
155807,0060004703,3,engag die death demand mysteri death demand mysteri,c hart,2004,n,santa barbara,california,54,united states
153662,1586609726,9,catch thief,c cox,2003,b,ft stewart,georgia,44,united states
153662,0802433243,9,wind rememb,m schalesky,2003,p,ft stewart,georgia,44,united states
153662,0140380361,9,root cellar,j swoboda,1996,p,ft stewart,georgia,44,united states
153662,1551667533,9,recip easi live,a matlock,2003,r,ft stewart,georgia,44,united states
153662,0373075286,8,mclain law premier silhouett intim moment five hundr twenti eight,b kylie,1993,e,ft stewart,georgia,44,united states
153662,0451168429,9,deprav indiffer,k tanenbaum,1994,n,ft stewart,georgia,44,united states
153662,0451181964,8,corrupt blood,k tanenbaum,1996,n,ft stewart,georgia,44,united states
153662,0385311133,9,spirit season,g heather,1993,b,ft stewart,georgia,44,united states
153662,0515130397,9,truli,b julie,2001,e,ft stewart,georgia,44,united states
153662,0060240911,7,hocu pocu circu read book,f manushkin,1983,p,ft stewart,georgia,44,united states
153662,0307101177,10,three billi goat gruff first littl golden book,e rudin,1992,e,ft stewart,georgia,44,united states
153662,0380795833,8,upon wick time avon romant treasur,k ranney,1998,n,ft stewart,georgia,44,united states
153662,0440205611,9,sweetwat seduct,j johnston,1990,e,ft stewart,georgia,44,united states
153662,0451626745,5,way life,l tzu,1992,n,ft stewart,georgia,44,united states
153662,0505519542,8,time heal heart,j marti,1994,e,ft stewart,georgia,44,united states
153662,0671735934,10,honey moon,e susan,1993,p,ft stewart,georgia,44,united states
153662,1579730175,7,flik inventor,d inc,1998,n,ft stewart,georgia,44,united states
153662,0671869205,9,truman,d mccullough,1993,n,ft stewart,georgia,44,united states
153662,055325233X,10,daddi long leg,j webster,1982,b,ft stewart,georgia,44,united states
153662,0373089309,9,lyon pride silhouett romanc eight thousand nine hundr thirti,m soule,1993,e,ft stewart,georgia,44,united states
153662,0373097549,9,silhouett special edit seven hundr fifti four,j miller,1992,e,ft stewart,georgia,44,united states
153662,0515119482,9,day dreamer,j marie,1996,e,ft stewart,georgia,44,united states
153662,0446602566,9,hope,d garlock,1998,w,ft stewart,georgia,44,united states
153662,0451405021,10,,g seidel,1994,w,ft stewart,georgia,44,united states
153662,0821773763,7,scandal marriag zebra regenc romanc,d raleigh,2003,b,ft stewart,georgia,44,united states
153662,0394892798,9,miss tooth step read step three,c joanna,1988,e,ft stewart,georgia,44,united states
153662,0312961685,9,dream littl dream,a stockenberg,1997,r,ft stewart,georgia,44,united states
153662,0373201915,9,believ request 3 request 3,s sala,2001,e,ft stewart,georgia,44,united states
153662,0312959788,9,maiden bride maiden bride,b rexanne,1996,r,ft stewart,georgia,44,united states
153662,0373076916,9,mackenzi pleasur silhouett intim moment six hundr nineti one,h linda,1996,e,ft stewart,georgia,44,united states
153662,067100400X,8,court susannah,l miller,2000,p,ft stewart,georgia,44,united states
153662,0373711158,9,inn oak creek,b linda,2003,n,ft stewart,georgia,44,united states
153662,038076878X,8,splendor,c hart,1993,p,ft stewart,georgia,44,united states
153662,0517035820,5,agatha christi five classic murder mysteri,a christie,1990,e,ft stewart,georgia,44,united states
153662,0451201574,8,white mist white quartet,j reding,2000,n,ft stewart,georgia,44,united states
153662,0140367659,10,magic world puffin classic,e nesbit,1996,p,ft stewart,georgia,44,united states
153662,0671618636,5,mythic tarot,b sharman,1986,e,ft stewart,georgia,44,united states
153662,0140501983,10,madelin stori pictur pictur puffin,b ludwig,1977,p,ft stewart,georgia,44,united states
153662,030712584X,9,mom littl critter book,m mayer,2001,e,ft stewart,georgia,44,united states
153662,037540421X,10,perfect storm,j sebastian,1998,e,ft stewart,georgia,44,united states
153662,0380811979,9,rule surrend gover bride,c dodd,2000,n,ft stewart,georgia,44,united states
153662,0373201540,7,daddi christma request request,b p,1998,n,ft stewart,georgia,44,united states
153662,0671775391,9,cruel doubt,j mcginniss,1992,p,ft stewart,georgia,44,united states
153662,0374109990,5,,b rosellen,1992,f,ft stewart,georgia,44,united states
153662,0449225119,10,long life memoir frontier woman doctor,c rowland,1996,w,ft stewart,georgia,44,united states
153662,0590413643,5,koko stori,f patterson,1988,l,ft stewart,georgia,44,united states
153662,0446392243,5,guilt teacher love lesson,b joan,1991,w,ft stewart,georgia,44,united states
153662,0671026852,9,savannah springwat season,l miller,1999,p,ft stewart,georgia,44,united states
153662,0380775786,10,mute,a piers,1989,p,ft stewart,georgia,44,united states
153662,0312972814,8,silk steel,k martin,2000,r,ft stewart,georgia,44,united states
153662,0380786443,9,beast,i judith,1997,n,ft stewart,georgia,44,united states
153662,039914059X,9,true betray,n roberts,1995,p,ft stewart,georgia,44,united states
153662,0142500372,10,enchantress star,e sylvia,2003,p,ft stewart,georgia,44,united states
153662,0312982305,9,wed night kenyon famili novel,b smith,2004,r,ft stewart,georgia,44,united states
153662,0671460838,8,jane hous,k smith,1984,p,ft stewart,georgia,44,united states
153662,0345293568,5,belov,b small,1983,b,ft stewart,georgia,44,united states
153662,0451199537,9,jack heart lord love,f marjorie,2000,e,ft stewart,georgia,44,united states
153662,0553295349,8,lucki ladi,h tami,1992,b,ft stewart,georgia,44,united states
153662,0446603244,10,bride prairi gold,m osborne,1996,w,ft stewart,georgia,44,united states
153662,0380724693,10,time andrew avon camelot book paperback,d mary,1995,p,ft stewart,georgia,44,united states
153662,0671731815,9,bride unicorn,k michaels,1993,p,ft stewart,georgia,44,united states
153662,1559701331,9,dictionari word origin,a john,1991,e,ft stewart,georgia,44,united states
153662,0821746480,8,gift,c oday,1994,b,ft stewart,georgia,44,united states
153662,0060087439,6,shatter love memoir,c richard,2003,n,ft stewart,georgia,44,united states
153662,0671212095,5,read book,c van,1972,n,ft stewart,georgia,44,united states
153662,0380776332,9,reason believ,e kathleen,1995,n,ft stewart,georgia,44,united states
153662,0451407482,8,mama boy true stori serial killer mother,p richard,1997,n,ft stewart,georgia,44,united states
153662,0689831412,10,secret garden aladdin classic,b hodgson,1999,n,ft stewart,georgia,44,united states
153662,0553568639,9,redhead preacher,c sandra,1995,b,ft stewart,georgia,44,united states
153662,0451402626,9,season sun signet histor romanc,c coulter,1991,n,ft stewart,georgia,44,united states
